Country,Gender,Demographics Question,Demographics Response,Question,Survey Year,Value%
Afghanistan,M,Age,15-24,... if she refuses to have sex with him,01/01/2015,21.3
Afghanistan,M,Age,25-34,... if she refuses to have sex with him,01/01/2015,18.5
Afghanistan,M,Age,35-49,... if she refuses to have sex with him,01/01/2015,20.1
Albania,F,Age,15-24,... if she burns the food,01/01/2017,0.6
Albania,F,Age,25-34,... if she burns the food,01/01/2017,0.8
Albania,F,Age,35-49,... if she burns the food,01/01/2017,1
Albania,M,Age,25-34,... if she burns the food,01/01/2017,0.2
Albania,M,Age,35-49,... if she burns the food,01/01/2017,0.4
Albania,M,Age,15-24,... if she burns the food,01/01/2017,0.9
Albania,F,Age,15-24,... for at least one specific reason,01/01/2017,4.7
Albania,F,Age,25-34,... for at least one specific reason,01/01/2017,6.9
Albania,F,Age,35-49,... for at least one specific reason,01/01/2017,8.2
Albania,F,Age,15-24,... if she argues with him,01/01/2017,1
Albania,F,Age,25-34,... if she argues with him,01/01/2017,1.7
Albania,F,Age,35-49,... if she argues with him,01/01/2017,2.4
Albania,F,Age,15-24,... if she goes out without telling him,01/01/2017,2
Albania,F,Age,25-34,... if she goes out without telling him,01/01/2017,3.7
Albania,F,Age,35-49,... if she goes out without telling him,01/01/2017,4.8
Albania,F,Age,15-24,... if she neglects the children,01/01/2017,3.5
Albania,F,Age,25-34,... if she neglects the children,01/01/2017,5.4
Albania,F,Age,35-49,... if she neglects the children,01/01/2017,6.3
Albania,F,Age,15-24,... if she refuses to have sex with him,01/01/2017,0.6
Albania,F,Age,25-34,... if she refuses to have sex with him,01/01/2017,1.1
Albania,F,Age,35-49,... if she refuses to have sex with him,01/01/2017,1
Albania,M,Age,15-24,... for at least one specific reason,01/01/2017,10.9
Albania,M,Age,25-34,... for at least one specific reason,01/01/2017,11.3
Albania,M,Age,35-49,... for at least one specific reason,01/01/2017,11.8
Albania,M,Age,15-24,... if she argues with him,01/01/2017,4.4
Albania,M,Age,25-34,... if she argues with him,01/01/2017,3.5
Albania,M,Age,35-49,... if she argues with him,01/01/2017,4.2
Albania,M,Age,15-24,... if she goes out without telling him,01/01/2017,5.3
Albania,M,Age,25-34,... if she goes out without telling him,01/01/2017,6.1
Albania,M,Age,35-49,... if she goes out without telling him,01/01/2017,7.8
Albania,M,Age,15-24,... if she neglects the children,01/01/2017,7.1
Albania,M,Age,25-34,... if she neglects the children,01/01/2017,8.6
Albania,M,Age,35-49,... if she neglects the children,01/01/2017,8.3
Albania,M,Age,15-24,... if she refuses to have sex with him,01/01/2017,3
Albania,M,Age,25-34,... if she refuses to have sex with him,01/01/2017,2.5
Albania,M,Age,35-49,... if she refuses to have sex with him,01/01/2017,1.1
Angola,F,Age,25-34,... if she burns the food,01/01/2015,10
Angola,F,Age,15-24,... if she burns the food,01/01/2015,10.6
Angola,F,Age,35-49,... if she burns the food,01/01/2015,11
Angola,M,Age,35-49,... if she burns the food,01/01/2015,3.7
Angola,M,Age,25-34,... if she burns the food,01/01/2015,5.3
Angola,M,Age,15-24,... if she burns the food,01/01/2015,7.7
Angola,F,Age,15-24,... for at least one specific reason,01/01/2015,24.9
Angola,F,Age,25-34,... for at least one specific reason,01/01/2015,24.4
Angola,F,Age,35-49,... for at least one specific reason,01/01/2015,26.6
Angola,F,Age,15-24,... if she argues with him,01/01/2015,14.9
Angola,F,Age,25-34,... if she argues with him,01/01/2015,14.1
Angola,F,Age,35-49,... if she argues with him,01/01/2015,17.1
Angola,F,Age,15-24,... if she goes out without telling him,01/01/2015,13.8
Angola,F,Age,25-34,... if she goes out without telling him,01/01/2015,14
Angola,F,Age,35-49,... if she goes out without telling him,01/01/2015,16.3
Angola,F,Age,15-24,... if she neglects the children,01/01/2015,16.5
Angola,F,Age,25-34,... if she neglects the children,01/01/2015,15.6
Angola,F,Age,35-49,... if she neglects the children,01/01/2015,16.7
Angola,F,Age,15-24,... if she refuses to have sex with him,01/01/2015,10
Angola,F,Age,25-34,... if she refuses to have sex with him,01/01/2015,11.6
Angola,F,Age,35-49,... if she refuses to have sex with him,01/01/2015,14
Angola,M,Age,15-24,... for at least one specific reason,01/01/2015,23.4
Angola,M,Age,25-34,... for at least one specific reason,01/01/2015,18.5
Angola,M,Age,35-49,... for at least one specific reason,01/01/2015,15.7
Angola,M,Age,15-24,... if she argues with him,01/01/2015,12.6
Angola,M,Age,25-34,... if she argues with him,01/01/2015,10.6
Angola,M,Age,35-49,... if she argues with him,01/01/2015,7.7
Angola,M,Age,15-24,... if she goes out without telling him,01/01/2015,8.9
Angola,M,Age,25-34,... if she goes out without telling him,01/01/2015,8.1
Angola,M,Age,35-49,... if she goes out without telling him,01/01/2015,7
Angola,M,Age,15-24,... if she neglects the children,01/01/2015,13.5
Angola,M,Age,25-34,... if she neglects the children,01/01/2015,10.7
Angola,M,Age,35-49,... if she neglects the children,01/01/2015,9.3
Angola,M,Age,15-24,... if she refuses to have sex with him,01/01/2015,6.3
Angola,M,Age,25-34,... if she refuses to have sex with him,01/01/2015,5.5
Angola,M,Age,35-49,... if she refuses to have sex with him,01/01/2015,4.4
Armenia,F,Age,15-24,... if she burns the food,01/01/2015,0.3
Armenia,F,Age,25-34,... if she burns the food,01/01/2015,0.4
Armenia,F,Age,35-49,... if she burns the food,01/01/2015,0.4
Armenia,M,Age,15-24,... if she burns the food,01/01/2015,0.7
Armenia,M,Age,25-34,... if she burns the food,01/01/2015,0.7
Armenia,M,Age,35-49,... if she burns the food,01/01/2015,0.7
Armenia,F,Age,15-24,... for at least one specific reason,01/01/2015,8.7
Armenia,F,Age,25-34,... for at least one specific reason,01/01/2015,10.4
Armenia,F,Age,35-49,... for at least one specific reason,01/01/2015,10.8
Armenia,F,Age,15-24,... if she argues with him,01/01/2015,5.1
Armenia,F,Age,25-34,... if she argues with him,01/01/2015,6.4
Armenia,F,Age,35-49,... if she argues with him,01/01/2015,6.5
Armenia,F,Age,15-24,... if she goes out without telling him,01/01/2015,4.7
Armenia,F,Age,25-34,... if she goes out without telling him,01/01/2015,5.5
Armenia,F,Age,35-49,... if she goes out without telling him,01/01/2015,5.3
Armenia,F,Age,15-24,... if she neglects the children,01/01/2015,7.1
Armenia,F,Age,25-34,... if she neglects the children,01/01/2015,8.9
Armenia,F,Age,35-49,... if she neglects the children,01/01/2015,9.4
Armenia,F,Age,15-24,... if she refuses to have sex with him,01/01/2015,0.6
Armenia,F,Age,25-34,... if she refuses to have sex with him,01/01/2015,0.9
Armenia,F,Age,35-49,... if she refuses to have sex with him,01/01/2015,0.8
Armenia,M,Age,15-24,... for at least one specific reason,01/01/2015,24.3
Armenia,M,Age,25-34,... for at least one specific reason,01/01/2015,23
Armenia,M,Age,35-49,... for at least one specific reason,01/01/2015,20.9
Armenia,M,Age,15-24,... if she argues with him,01/01/2015,15.6
Armenia,M,Age,25-34,... if she argues with him,01/01/2015,16.8
Armenia,M,Age,35-49,... if she argues with him,01/01/2015,15.9
Armenia,M,Age,15-24,... if she goes out without telling him,01/01/2015,13.8
Armenia,M,Age,25-34,... if she goes out without telling him,01/01/2015,10.5
Armenia,M,Age,35-49,... if she goes out without telling him,01/01/2015,11.1
Armenia,M,Age,15-24,... if she neglects the children,01/01/2015,18.9
Armenia,M,Age,25-34,... if she neglects the children,01/01/2015,16.6
Armenia,M,Age,35-49,... if she neglects the children,01/01/2015,16.4
Armenia,M,Age,15-24,... if she refuses to have sex with him,01/01/2015,1
Armenia,M,Age,25-34,... if she refuses to have sex with him,01/01/2015,1.4
Armenia,M,Age,35-49,... if she refuses to have sex with him,01/01/2015,2.3
Azerbaijan,F,Age,15-24,... if she burns the food,01/01/2006,10.7
Azerbaijan,F,Age,25-34,... if she burns the food,01/01/2006,12.8
Azerbaijan,F,Age,35-49,... if she burns the food,01/01/2006,12.9
Azerbaijan,M,Age,25-34,... if she burns the food,01/01/2006,5.5
Azerbaijan,M,Age,35-49,... if she burns the food,01/01/2006,6
Azerbaijan,M,Age,15-24,... if she burns the food,01/01/2006,9.4
Azerbaijan,F,Age,15-24,... for at least one specific reason,01/01/2006,43.7
Azerbaijan,F,Age,25-34,... for at least one specific reason,01/01/2006,52
Azerbaijan,F,Age,35-49,... for at least one specific reason,01/01/2006,51.5
Azerbaijan,F,Age,15-24,... if she argues with him,01/01/2006,27.9
Azerbaijan,F,Age,25-34,... if she argues with him,01/01/2006,33.2
Azerbaijan,F,Age,35-49,... if she argues with him,01/01/2006,32.9
Azerbaijan,F,Age,15-24,... if she goes out without telling him,01/01/2006,36.9
Azerbaijan,F,Age,25-34,... if she goes out without telling him,01/01/2006,46.1
Azerbaijan,F,Age,35-49,... if she goes out without telling him,01/01/2006,44.9
Azerbaijan,F,Age,15-24,... if she neglects the children,01/01/2006,30.9
Azerbaijan,F,Age,25-34,... if she neglects the children,01/01/2006,35.8
Azerbaijan,F,Age,35-49,... if she neglects the children,01/01/2006,36.9
Azerbaijan,F,Age,15-24,... if she refuses to have sex with him,01/01/2006,11.7
Azerbaijan,F,Age,25-34,... if she refuses to have sex with him,01/01/2006,15.3
Azerbaijan,F,Age,35-49,... if she refuses to have sex with him,01/01/2006,15.6
Azerbaijan,M,Age,15-24,... for at least one specific reason,01/01/2006,63.5
Azerbaijan,M,Age,25-34,... for at least one specific reason,01/01/2006,58.9
Azerbaijan,M,Age,35-49,... for at least one specific reason,01/01/2006,53.9
Azerbaijan,M,Age,15-24,... if she argues with him,01/01/2006,55.8
Azerbaijan,M,Age,25-34,... if she argues with him,01/01/2006,53.1
Azerbaijan,M,Age,35-49,... if she argues with him,01/01/2006,47.6
Azerbaijan,M,Age,15-24,... if she goes out without telling him,01/01/2006,45.7
Azerbaijan,M,Age,25-34,... if she goes out without telling him,01/01/2006,42.3
Azerbaijan,M,Age,35-49,... if she goes out without telling him,01/01/2006,34.2
Azerbaijan,M,Age,15-24,... if she neglects the children,01/01/2006,39.4
Azerbaijan,M,Age,25-34,... if she neglects the children,01/01/2006,35.4
Azerbaijan,M,Age,35-49,... if she neglects the children,01/01/2006,30.3
Azerbaijan,M,Age,15-24,... if she refuses to have sex with him,01/01/2006,15.2
Azerbaijan,M,Age,25-34,... if she refuses to have sex with him,01/01/2006,10.3
Azerbaijan,M,Age,35-49,... if she refuses to have sex with him,01/01/2006,9.7
Bangladesh,F,Age,15-24,... if she burns the food,01/01/2014,3.6
Bangladesh,F,Age,25-34,... if she burns the food,01/01/2014,4.1
Bangladesh,F,Age,35-49,... if she burns the food,01/01/2014,5.2
Bangladesh,M,Age,15-24,... if she burns the food,01/01/2014,
Bangladesh,M,Age,25-34,... if she burns the food,01/01/2014,
Bangladesh,M,Age,35-49,... if she burns the food,01/01/2014,
Bangladesh,F,Age,15-24,... for at least one specific reason,01/01/2014,27.9
Bangladesh,F,Age,25-34,... for at least one specific reason,01/01/2014,27.7
Bangladesh,F,Age,35-49,... for at least one specific reason,01/01/2014,29.2
Bangladesh,F,Age,15-24,... if she argues with him,01/01/2014,19.8
Bangladesh,F,Age,25-34,... if she argues with him,01/01/2014,19.3
Bangladesh,F,Age,35-49,... if she argues with him,01/01/2014,20.7
Bangladesh,F,Age,15-24,... if she goes out without telling him,01/01/2014,13.9
Bangladesh,F,Age,25-34,... if she goes out without telling him,01/01/2014,13.7
Bangladesh,F,Age,35-49,... if she goes out without telling him,01/01/2014,15.6
Bangladesh,F,Age,15-24,... if she neglects the children,01/01/2014,14.6
Bangladesh,F,Age,25-34,... if she neglects the children,01/01/2014,14.7
Bangladesh,F,Age,35-49,... if she neglects the children,01/01/2014,15.4
Bangladesh,F,Age,15-24,... if she refuses to have sex with him,01/01/2014,5.9
Bangladesh,F,Age,25-34,... if she refuses to have sex with him,01/01/2014,7.4
Bangladesh,F,Age,35-49,... if she refuses to have sex with him,01/01/2014,8.1
Bangladesh,M,Age,15-24,... for at least one specific reason,01/01/2014,
Bangladesh,M,Age,25-34,... for at least one specific reason,01/01/2014,
Bangladesh,M,Age,35-49,... for at least one specific reason,01/01/2014,
Bangladesh,M,Age,15-24,... if she argues with him,01/01/2014,
Bangladesh,M,Age,25-34,... if she argues with him,01/01/2014,
Bangladesh,M,Age,35-49,... if she argues with him,01/01/2014,
Bangladesh,M,Age,15-24,... if she goes out without telling him,01/01/2014,
Bangladesh,M,Age,25-34,... if she goes out without telling him,01/01/2014,
Bangladesh,M,Age,35-49,... if she goes out without telling him,01/01/2014,
Bangladesh,M,Age,15-24,... if she neglects the children,01/01/2014,
Bangladesh,M,Age,25-34,... if she neglects the children,01/01/2014,
Bangladesh,M,Age,35-49,... if she neglects the children,01/01/2014,
Bangladesh,M,Age,15-24,... if she refuses to have sex with him,01/01/2014,
Bangladesh,M,Age,25-34,... if she refuses to have sex with him,01/01/2014,
Bangladesh,M,Age,35-49,... if she refuses to have sex with him,01/01/2014,
Benin,F,Age,15-24,... if she burns the food,01/01/2017,13.2
Benin,F,Age,25-34,... if she burns the food,01/01/2017,13.4
Benin,F,Age,35-49,... if she burns the food,01/01/2017,15.5
Benin,M,Age,35-49,... if she burns the food,01/01/2017,5.3
Benin,M,Age,25-34,... if she burns the food,01/01/2017,6.5
Benin,M,Age,15-24,... if she burns the food,01/01/2017,8.3
Benin,F,Age,15-24,... for at least one specific reason,01/01/2017,29.8
Benin,F,Age,25-34,... for at least one specific reason,01/01/2017,32.7
Benin,F,Age,35-49,... for at least one specific reason,01/01/2017,33.7
Benin,F,Age,15-24,... if she argues with him,01/01/2017,19.1
Benin,F,Age,25-34,... if she argues with him,01/01/2017,21.7
Benin,F,Age,35-49,... if she argues with him,01/01/2017,22.3
Benin,F,Age,15-24,... if she goes out without telling him,01/01/2017,18.7
Benin,F,Age,25-34,... if she goes out without telling him,01/01/2017,22.2
Benin,F,Age,35-49,... if she goes out without telling him,01/01/2017,23.7
Benin,F,Age,15-24,... if she neglects the children,01/01/2017,20.5
Benin,F,Age,25-34,... if she neglects the children,01/01/2017,23.5
Benin,F,Age,35-49,... if she neglects the children,01/01/2017,24.5
Benin,F,Age,15-24,... if she refuses to have sex with him,01/01/2017,11.4
Benin,F,Age,25-34,... if she refuses to have sex with him,01/01/2017,12.9
Benin,F,Age,35-49,... if she refuses to have sex with him,01/01/2017,14.5
Benin,M,Age,15-24,... for at least one specific reason,01/01/2017,17.3
Benin,M,Age,25-34,... for at least one specific reason,01/01/2017,15.9
Benin,M,Age,35-49,... for at least one specific reason,01/01/2017,12.8
Benin,M,Age,15-24,... if she argues with him,01/01/2017,11.1
Benin,M,Age,25-34,... if she argues with him,01/01/2017,10.2
Benin,M,Age,35-49,... if she argues with him,01/01/2017,7.4
Benin,M,Age,15-24,... if she goes out without telling him,01/01/2017,10.5
Benin,M,Age,25-34,... if she goes out without telling him,01/01/2017,8.3
Benin,M,Age,35-49,... if she goes out without telling him,01/01/2017,7.2
Benin,M,Age,15-24,... if she neglects the children,01/01/2017,11.2
Benin,M,Age,25-34,... if she neglects the children,01/01/2017,9.7
Benin,M,Age,35-49,... if she neglects the children,01/01/2017,6.6
Benin,M,Age,15-24,... if she refuses to have sex with him,01/01/2017,7.7
Benin,M,Age,25-34,... if she refuses to have sex with him,01/01/2017,7.9
Benin,M,Age,35-49,... if she refuses to have sex with him,01/01/2017,5.1
Bolivia,F,Age,25-34,... if she burns the food,01/01/2008,2.6
Bolivia,F,Age,15-24,... if she burns the food,01/01/2008,3.4
Bolivia,F,Age,35-49,... if she burns the food,01/01/2008,3.8
Bolivia,M,Age,15-24,... if she burns the food,01/01/2008,
Bolivia,M,Age,25-34,... if she burns the food,01/01/2008,
Bolivia,M,Age,35-49,... if she burns the food,01/01/2008,
Bolivia,F,Age,15-24,... for at least one specific reason,01/01/2008,15.6
Bolivia,F,Age,25-34,... for at least one specific reason,01/01/2008,15
Bolivia,F,Age,35-49,... for at least one specific reason,01/01/2008,17.6
Bolivia,F,Age,15-24,... if she argues with him,01/01/2008,5
Bolivia,F,Age,25-34,... if she argues with him,01/01/2008,5
Bolivia,F,Age,35-49,... if she argues with him,01/01/2008,5.7
Bolivia,F,Age,15-24,... if she goes out without telling him,01/01/2008,5.3
Bolivia,F,Age,25-34,... if she goes out without telling him,01/01/2008,5.2
Bolivia,F,Age,35-49,... if she goes out without telling him,01/01/2008,7.3
Bolivia,F,Age,15-24,... if she neglects the children,01/01/2008,11.9
Bolivia,F,Age,25-34,... if she neglects the children,01/01/2008,11.7
Bolivia,F,Age,35-49,... if she neglects the children,01/01/2008,13.2
Bolivia,F,Age,15-24,... if she refuses to have sex with him,01/01/2008,1.8
Bolivia,F,Age,25-34,... if she refuses to have sex with him,01/01/2008,2.1
Bolivia,F,Age,35-49,... if she refuses to have sex with him,01/01/2008,2.9
Bolivia,M,Age,15-24,... for at least one specific reason,01/01/2008,
Bolivia,M,Age,25-34,... for at least one specific reason,01/01/2008,
Bolivia,M,Age,35-49,... for at least one specific reason,01/01/2008,
Bolivia,M,Age,15-24,... if she argues with him,01/01/2008,
Bolivia,M,Age,25-34,... if she argues with him,01/01/2008,
Bolivia,M,Age,35-49,... if she argues with him,01/01/2008,
Bolivia,M,Age,15-24,... if she goes out without telling him,01/01/2008,
Bolivia,M,Age,25-34,... if she goes out without telling him,01/01/2008,
Bolivia,M,Age,35-49,... if she goes out without telling him,01/01/2008,
Bolivia,M,Age,15-24,... if she neglects the children,01/01/2008,
Bolivia,M,Age,25-34,... if she neglects the children,01/01/2008,
Bolivia,M,Age,35-49,... if she neglects the children,01/01/2008,
Bolivia,M,Age,15-24,... if she refuses to have sex with him,01/01/2008,
Bolivia,M,Age,25-34,... if she refuses to have sex with him,01/01/2008,
Bolivia,M,Age,35-49,... if she refuses to have sex with him,01/01/2008,
Burkina Faso,F,Age,15-24,... if she burns the food,01/01/2010,9.2
Burkina Faso,F,Age,25-34,... if she burns the food,01/01/2010,9.4
Burkina Faso,F,Age,35-49,... if she burns the food,01/01/2010,11
Burkina Faso,M,Age,35-49,... if she burns the food,01/01/2010,6.1
Burkina Faso,M,Age,25-34,... if she burns the food,01/01/2010,6.5
Burkina Faso,M,Age,15-24,... if she burns the food,01/01/2010,9.4
Burkina Faso,F,Age,15-24,... for at least one specific reason,01/01/2010,40.8
Burkina Faso,F,Age,25-34,... for at least one specific reason,01/01/2010,43
Burkina Faso,F,Age,35-49,... for at least one specific reason,01/01/2010,47.6
Burkina Faso,F,Age,15-24,... if she argues with him,01/01/2010,28.3
Burkina Faso,F,Age,25-34,... if she argues with him,01/01/2010,30.2
Burkina Faso,F,Age,35-49,... if she argues with him,01/01/2010,35
Burkina Faso,F,Age,15-24,... if she goes out without telling him,01/01/2010,27.4
Burkina Faso,F,Age,25-34,... if she goes out without telling him,01/01/2010,29.9
Burkina Faso,F,Age,35-49,... if she goes out without telling him,01/01/2010,34.6
Burkina Faso,F,Age,15-24,... if she neglects the children,01/01/2010,27.9
Burkina Faso,F,Age,25-34,... if she neglects the children,01/01/2010,29.6
Burkina Faso,F,Age,35-49,... if she neglects the children,01/01/2010,34.6
Burkina Faso,F,Age,15-24,... if she refuses to have sex with him,01/01/2010,17.7
Burkina Faso,F,Age,25-34,... if she refuses to have sex with him,01/01/2010,19.6
Burkina Faso,F,Age,35-49,... if she refuses to have sex with him,01/01/2010,22.3
Burkina Faso,M,Age,15-24,... for at least one specific reason,01/01/2010,37.1
Burkina Faso,M,Age,25-34,... for at least one specific reason,01/01/2010,31.7
Burkina Faso,M,Age,35-49,... for at least one specific reason,01/01/2010,32.7
Burkina Faso,M,Age,15-24,... if she argues with him,01/01/2010,20.9
Burkina Faso,M,Age,25-34,... if she argues with him,01/01/2010,19.4
Burkina Faso,M,Age,35-49,... if she argues with him,01/01/2010,19.5
Burkina Faso,M,Age,15-24,... if she goes out without telling him,01/01/2010,19.7
Burkina Faso,M,Age,25-34,... if she goes out without telling him,01/01/2010,16.3
Burkina Faso,M,Age,35-49,... if she goes out without telling him,01/01/2010,16.6
Burkina Faso,M,Age,15-24,... if she neglects the children,01/01/2010,21.6
Burkina Faso,M,Age,25-34,... if she neglects the children,01/01/2010,18.8
Burkina Faso,M,Age,35-49,... if she neglects the children,01/01/2010,19.5
Burkina Faso,M,Age,15-24,... if she refuses to have sex with him,01/01/2010,12.7
Burkina Faso,M,Age,25-34,... if she refuses to have sex with him,01/01/2010,9.2
Burkina Faso,M,Age,35-49,... if she refuses to have sex with him,01/01/2010,10.4
Burundi,F,Age,35-49,... if she burns the food,01/01/2016,20.4
Burundi,F,Age,25-34,... if she burns the food,01/01/2016,20.5
Burundi,F,Age,15-24,... if she burns the food,01/01/2016,24.3
Burundi,M,Age,25-34,... if she burns the food,01/01/2016,3.3
Burundi,M,Age,35-49,... if she burns the food,01/01/2016,3.5
Burundi,M,Age,15-24,... if she burns the food,01/01/2016,7.2
Burundi,F,Age,15-24,... for at least one specific reason,01/01/2016,62.7
Burundi,F,Age,25-34,... for at least one specific reason,01/01/2016,61.1
Burundi,F,Age,35-49,... for at least one specific reason,01/01/2016,61.2
Burundi,F,Age,15-24,... if she argues with him,01/01/2016,30.5
Burundi,F,Age,25-34,... if she argues with him,01/01/2016,29.3
Burundi,F,Age,35-49,... if she argues with him,01/01/2016,30.4
Burundi,F,Age,15-24,... if she goes out without telling him,01/01/2016,39.8
Burundi,F,Age,25-34,... if she goes out without telling him,01/01/2016,38.3
Burundi,F,Age,35-49,... if she goes out without telling him,01/01/2016,39.4
Burundi,F,Age,15-24,... if she neglects the children,01/01/2016,52.7
Burundi,F,Age,25-34,... if she neglects the children,01/01/2016,51.2
Burundi,F,Age,35-49,... if she neglects the children,01/01/2016,51
Burundi,F,Age,15-24,... if she refuses to have sex with him,01/01/2016,40.9
Burundi,F,Age,25-34,... if she refuses to have sex with him,01/01/2016,41.3
Burundi,F,Age,35-49,... if she refuses to have sex with him,01/01/2016,43.7
Burundi,M,Age,15-24,... for at least one specific reason,01/01/2016,43.7
Burundi,M,Age,25-34,... for at least one specific reason,01/01/2016,31
Burundi,M,Age,35-49,... for at least one specific reason,01/01/2016,26.3
Burundi,M,Age,15-24,... if she argues with him,01/01/2016,12.8
Burundi,M,Age,25-34,... if she argues with him,01/01/2016,8.7
Burundi,M,Age,35-49,... if she argues with him,01/01/2016,8.1
Burundi,M,Age,15-24,... if she goes out without telling him,01/01/2016,20.7
Burundi,M,Age,25-34,... if she goes out without telling him,01/01/2016,14.5
Burundi,M,Age,35-49,... if she goes out without telling him,01/01/2016,14.9
Burundi,M,Age,15-24,... if she neglects the children,01/01/2016,32.8
Burundi,M,Age,25-34,... if she neglects the children,01/01/2016,23.8
Burundi,M,Age,35-49,... if she neglects the children,01/01/2016,18.8
Burundi,M,Age,15-24,... if she refuses to have sex with him,01/01/2016,18.7
Burundi,M,Age,25-34,... if she refuses to have sex with him,01/01/2016,9.9
Burundi,M,Age,35-49,... if she refuses to have sex with him,01/01/2016,9.6
Cambodia,F,Age,15-24,... if she burns the food,01/01/2014,9.4
Cambodia,F,Age,25-34,... if she burns the food,01/01/2014,10.1
Cambodia,F,Age,35-49,... if she burns the food,01/01/2014,15.8
Cambodia,M,Age,25-34,... if she burns the food,01/01/2014,1
Cambodia,M,Age,15-24,... if she burns the food,01/01/2014,2.1
Cambodia,M,Age,35-49,... if she burns the food,01/01/2014,2.4
Cambodia,F,Age,15-24,... for at least one specific reason,01/01/2014,44.9
Cambodia,F,Age,25-34,... for at least one specific reason,01/01/2014,48.7
Cambodia,F,Age,35-49,... for at least one specific reason,01/01/2014,56.1
Cambodia,F,Age,15-24,... if she argues with him,01/01/2014,20.2
Cambodia,F,Age,25-34,... if she argues with him,01/01/2014,21.7
Cambodia,F,Age,35-49,... if she argues with him,01/01/2014,29.9
Cambodia,F,Age,15-24,... if she goes out without telling him,01/01/2014,25.3
Cambodia,F,Age,25-34,... if she goes out without telling him,01/01/2014,30.3
Cambodia,F,Age,35-49,... if she goes out without telling him,01/01/2014,38.5
Cambodia,F,Age,15-24,... if she neglects the children,01/01/2014,39
Cambodia,F,Age,25-34,... if she neglects the children,01/01/2014,43.5
Cambodia,F,Age,35-49,... if she neglects the children,01/01/2014,48.7
Cambodia,F,Age,15-24,... if she refuses to have sex with him,01/01/2014,8.9
Cambodia,F,Age,25-34,... if she refuses to have sex with him,01/01/2014,11
Cambodia,F,Age,35-49,... if she refuses to have sex with him,01/01/2014,18.6
Cambodia,M,Age,15-24,... for at least one specific reason,01/01/2014,24.9
Cambodia,M,Age,25-34,... for at least one specific reason,01/01/2014,23.9
Cambodia,M,Age,35-49,... for at least one specific reason,01/01/2014,29.4
Cambodia,M,Age,15-24,... if she argues with him,01/01/2014,10.6
Cambodia,M,Age,25-34,... if she argues with him,01/01/2014,8.9
Cambodia,M,Age,35-49,... if she argues with him,01/01/2014,14.1
Cambodia,M,Age,15-24,... if she goes out without telling him,01/01/2014,10.5
Cambodia,M,Age,25-34,... if she goes out without telling him,01/01/2014,11.7
Cambodia,M,Age,35-49,... if she goes out without telling him,01/01/2014,15.4
Cambodia,M,Age,15-24,... if she neglects the children,01/01/2014,17.3
Cambodia,M,Age,25-34,... if she neglects the children,01/01/2014,18.2
Cambodia,M,Age,35-49,... if she neglects the children,01/01/2014,22
Cambodia,M,Age,15-24,... if she refuses to have sex with him,01/01/2014,3.6
Cambodia,M,Age,25-34,... if she refuses to have sex with him,01/01/2014,2.3
